rank,workflow_id,title,process_area,file,monthly_hours_low,monthly_hours_high,fte_high,effort_steps,automated_steps,cadence_only_steps,qualitative_steps,elapsed_days_low,elapsed_days_high,per_unit_rates,live_or_dormant,dormant_capabilities
111,W2160,Gift Card Fraud Monitoring & Prevention,VS-54-gift-card-stored-value,01-model-company/workflows/VS-54-gift-card-stored-value/PA-54.3-gift-card-reconciliation-analytics.md,17.32,25.98,0.150,1,0,0,1,0.0,0.0,0,live,
112,W2175,Photo-Based Remote Compliance Check,VS-55-store-planogram-space-optimization,01-model-company/workflows/VS-55-store-planogram-space-optimization/PA-55.2-planogram-compliance-audit.md,17.32,25.98,0.150,1,0,0,0,0.0,0.0,0,live,
113,W2214,Competitor Price Scraping & Collection,VS-57-competitive-price-intelligence,01-model-company/workflows/VS-57-competitive-price-intelligence/PA-57.1-competitor-price-data-collection.md,17.32,25.98,0.150,1,0,0,0,0.0,0.0,0,live,
114,W2249,Coupon Redemption Fraud Detection,VS-58-coupon-digital-promotions,01-model-company/workflows/VS-58-coupon-digital-promotions/PA-58.2-coupon-redemption-fraud.md,17.32,25.98,0.150,1,0,0,0,0.0,0.0,0,live,
115,W2300,Fulfillment Quality Control,VS-60-omnichannel-order-routing,01-model-company/workflows/VS-60-omnichannel-order-routing/PA-60.2-split-order-fulfillment.md,17.32,25.98,0.150,1,0,0,0,0.0,0.0,0,live,
116,W1231,Store-Level Construction Material Price Volatility Monitoring & Dynamic Cost Adjustment,VS-01-merchandise-strategy,01-model-company/workflows/VS-01-merchandise-strategy/PA-01.2-pricing-and-promotions.md,25.98,25.98,0.150,5,0,0,0,0.0,0.0,1,live,
117,W1241,"DC Labor Shift Scheduling, Overtime Management & Cross-Training Coordination",VS-04-dc-warehouse,01-model-company/workflows/VS-04-dc-warehouse/PA-04.3-dc-operations-management.md,21.58,25.91,0.149,6,0,0,0,0.0,0.0,0,live,
118,W5578,"Environmental Data Capture, Emission-Factor Governance & GHG Transaction Batch Processing",VS-25-esg-sustainability,01-model-company/workflows/VS-25-esg-sustainability/PA-25.3-esg-reporting-and-compliance.md,16.00,25.33,0.146,4,0,0,1,0.0,0.0,1,live,
119,W1258,Multi-Location Inventory Aging Dashboard & Automated Write-Down Recommendation Engine,VS-05-inventory-lifecycle,01-model-company/workflows/VS-05-inventory-lifecycle/PA-05.3-inventory-disposition-and-optimization.md,25.00,25.00,0.144,5,0,0,0,0.0,0.0,0,live,
120,W1361,Multi-Bank Cash Position Daily Aggregation & Automated Zero-Balance Sweep,VS-18-treasury-cash,01-model-company/workflows/VS-18-treasury-cash/PA-18.2-banking-and-payments.md,18.27,24.70,0.142,4,3,0,0,0.0,0.0,0,live,
121,W596,Store-Level Replenishment Exception Management & Auto-Override,VS-02-supply-planning,01-model-company/workflows/VS-02-supply-planning/PA-02.1-demand-forecasting-and-sandop.md,12.85,24.70,0.142,2,0,0,0,0.0,0.0,5,live,
122,W1516,Philippine BIR Electronic Invoicing System (EIS) Sales Data Transmission & Compliance,VS-08-pos-checkout,01-model-company/workflows/VS-08-pos-checkout/PA-08.3-pos-compliance-and-controls.md,12.85,24.70,0.142,2,2,1,0,0.0,0.0,0,live,
123,W1036,Customer Digital Product Passport & Sustainability Information Access,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.2-loyalty-program-operations.md,13.33,24.32,0.140,2,0,0,0,0.0,0.0,1,live,
124,W1182,Multi-Entity Cross-Company Workforce Scheduling & Labor Cost Allocation,VS-19-hire-to-retire,01-model-company/workflows/VS-19-hire-to-retire/PA-19.3-workforce-management.md,24.00,24.00,0.138,2,0,2,0,0.0,0.0,1,live,
125,W1917,Competitive Intelligence Report & Strategic Decision Support,VS-44-consumer-insights-market-research,01-model-company/workflows/VS-44-consumer-insights-market-research/PA-44.2-market-competitive-intelligence.md,24.00,24.00,0.138,2,0,1,0,0.0,0.0,0,live,
126,W489,Store-Level Operating Budget & Cost Control,VS-15-procure-to-pay,01-model-company/workflows/VS-15-procure-to-pay/PA-15.2-vendor-payment-and-reconciliation.md,18.67,24.00,0.138,3,0,0,0,12.0,15.0,0,live,
127,W1769,Financing Program Performance Monitoring & Partner Review,VS-38-consumer-credit-financing,01-model-company/workflows/VS-38-consumer-credit-financing/PA-38.1-consumer-financing-program.md,17.33,24.00,0.138,3,0,0,0,0.0,0.0,0,live,
128,W2253,Coupon Vendor Reconciliation,VS-58-coupon-digital-promotions,01-model-company/workflows/VS-58-coupon-digital-promotions/PA-58.2-coupon-redemption-fraud.md,16.00,24.00,0.138,1,0,0,0,0.0,0.0,0,live,
129,W1447,"Store-Level Construction Material Pallet, Packaging & Wooden Crate Recovery & Supplier Return Program",VS-25-esg-sustainability,01-model-company/workflows/VS-25-esg-sustainability/PA-25.1-environmental-monitoring.md,23.99,23.99,0.138,4,0,0,0,0.0,0.0,1,live,
130,W2368,Task Compliance Dashboard,VS-63-store-communication-task-management,01-model-company/workflows/VS-63-store-communication-task-management/PA-63.2-store-task-compliance.md,19.51,23.84,0.137,1,0,0,0,0.0,0.0,0,live,
131,W1202,"Store Daily Cash Collection, Armored Car Pickup & Bank Deposit Reconciliation",VS-18-treasury-cash,01-model-company/workflows/VS-18-treasury-cash/PA-18.1-cash-positioning-and-forecasting.md,23.70,23.70,0.137,2,1,1,0,0.0,0.0,0,live,
132,W1687,Utility Expense Monitoring & Energy Cost Optimization,VS-34-expense-procurement,01-model-company/workflows/VS-34-expense-procurement/PA-34.3-expense-monitoring-control.md,23.33,23.33,0.134,3,0,1,0,0.0,0.0,0,live,
133,W487,Revenue Recognition Review (PFRS 15 Complex Scenarios),VS-15-procure-to-pay,01-model-company/workflows/VS-15-procure-to-pay/PA-15.1-invoice-processing-and-matching.md,18.67,23.33,0.134,7,0,0,0,0.0,0.0,0,live,
134,W707,Omnichannel Returns & Refund Orchestration,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.1-customer-support-and-complaints.md,21.32,23.32,0.134,2,2,0,0,0.0,0.0,2,live,
135,W1035,Store-Level Return-to-Vendor (RTV) Consolidation & Batch Shipping Processing,VS-03-vendor-management,01-model-company/workflows/VS-03-vendor-management/PA-03.1-vendor-sourcing-and-onboarding.md,11.66,23.32,0.134,3,0,0,0,0.0,0.0,2,live,
136,W902,Customer Loyalty Partner Reward Catalog Management & Fulfillment,VS-14-marketing,01-model-company/workflows/VS-14-marketing/PA-14.1-campaign-planning-and-execution.md,16.00,23.00,0.132,4,0,0,0,0.0,0.0,0,live,
137,W1560,"Customer Review & User-Generated Content Management, Online Reputation Monitoring & Response",VS-14-marketing,01-model-company/workflows/VS-14-marketing/PA-14.2-digital-marketing-and-social-media.md,22.99,22.99,0.132,5,0,0,0,0.0,0.0,1,live,
138,W561,Employee Attendance Exception Management,VS-19-hire-to-retire,01-model-company/workflows/VS-19-hire-to-retire/PA-19.3-workforce-management.md,17.18,22.60,0.130,3,2,0,0,0.0,0.0,7,live,
139,W789,Construction Safety Management & DOLE DO 13 Compliance,VS-20-real-estate-construction,01-model-company/workflows/VS-20-real-estate-construction/PA-20.2-engineering-and-construction.md,18.09,22.41,0.129,3,0,0,0,8.0,13.0,1,live,
140,W1469,"Facebook Marketplace & Community Group Selling Operations, Order Capture & Fulfillment",VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.3-marketplace-and-social-commerce.md,22.41,22.41,0.129,3,0,1,0,0.0,0.0,1,dormant,CAP-C03;CAP-C04
141,W5521,Enterprise Release Calendar & Peak-Season Change-Freeze Governance,VS-27-it-operations-security,01-model-company/workflows/VS-27-it-operations-security/PA-27.1-service-management.md,22.07,22.07,0.127,5,0,0,0,0.0,0.0,1,live,
142,W1452,Customer Segmentation & Lifetime Value Analytics: Trade Professional vs. Retail vs. Corporate Account Profiling,VS-28-data-analytics-bi,01-model-company/workflows/VS-28-data-analytics-bi/PA-28.1-bi-platform-and-reporting.md,22.00,22.00,0.127,4,0,0,0,0.0,0.0,0,live,
143,W925,Vendor Consignment Shelf Space Performance Monitoring & Optimization,VS-01-merchandise-strategy,01-model-company/workflows/VS-01-merchandise-strategy/PA-01.1-assortment-planning-and-product-lifecycle.md,15.33,22.00,0.127,5,0,0,0,0.0,0.0,0,live,
144,W919,Intercompany Inventory Movement Accounting & Goods-in-Transit Reconciliation,VS-15-procure-to-pay,01-model-company/workflows/VS-15-procure-to-pay/PA-15.1-invoice-processing-and-matching.md,14.67,22.00,0.127,2,3,0,0,0.0,0.0,0,live,
145,W564,New Product Introduction (NPI) & Full Store Rollout,VS-01-merchandise-strategy,01-model-company/workflows/VS-01-merchandise-strategy/PA-01.1-assortment-planning-and-product-lifecycle.md,21.70,21.70,0.125,1,0,0,1,0.0,0.0,2,live,
146,W138,Home Installation Services Management,VS-12-installation-services,01-model-company/workflows/VS-12-installation-services/PA-12.1-installation-and-repair-services.md,21.70,21.70,0.125,1,2,2,0,1.0,1.0,0,live,
147,W443,Salvage & Scrap Material Disposition (Waste-to-Cash),VS-25-esg-sustainability,01-model-company/workflows/VS-25-esg-sustainability/PA-25.1-environmental-monitoring.md,21.70,21.70,0.125,1,1,0,0,0.0,0.0,0,live,
148,W729,Supply Chain Disruption Rapid Response & Escalation Protocol,VS-02-supply-planning,01-model-company/workflows/VS-02-supply-planning/PA-02.3-supply-chain-orchestration-and-risk.md,10.85,21.70,0.125,1,0,0,0,1.0,2.0,0,live,
149,W1137,Vendor Purchase Order Line-Level Partial Shipment Acceptance & Backorder Management,VS-03-vendor-management,01-model-company/workflows/VS-03-vendor-management/PA-03.2-purchase-order-cycle.md,10.85,21.70,0.125,1,0,0,0,0.0,0.0,2,live,
150,W1155,Customer Ecommerce Same-Day / Express Delivery Operations,VS-10-ecommerce-digital,01-model-company/workflows/VS-10-ecommerce-digital/PA-10.2-order-fulfillment-and-delivery.md,10.85,21.70,0.125,1,1,0,0,0.0,0.0,0,dormant,CAP-F06
151,W1509,Customer Bulk Construction Material Direct-to-Jobsite Delivery Order Management,VS-11-trade-project-wholesale,01-model-company/workflows/VS-11-trade-project-wholesale/PA-11.2-project-sales-and-b2b.md,10.85,21.70,0.125,1,0,0,0,0.0,0.0,4,dormant,CAP-B01
152,W2455,Automated Vendor Data Collection,VS-67-vendor-scorecard-analytics,01-model-company/workflows/VS-67-vendor-scorecard-analytics/PA-67.1-vendor-kpi-data-collection.md,10.85,21.70,0.125,1,1,0,0,0.0,0.0,0,live,
153,W2542,Solar System Remote Monitoring & Performance Alerting,VS-70-solar-renewable-energy,01-model-company/workflows/VS-70-solar-renewable-energy/PA-70.3-solar-after-sales-monitoring-analytics.md,10.85,21.70,0.125,1,0,0,1,0.0,0.0,1,live,
154,W1344,"Intercompany Fund Transfer, Cash Pooling & Entity Settlement",VS-18-treasury-cash,01-model-company/workflows/VS-18-treasury-cash/PA-18.2-banking-and-payments.md,13.33,21.66,0.125,3,0,0,0,4.0,5.0,0,live,
155,W1427,"Store Expansion Pipeline Management, Site Readiness Milestone Tracking & Go-Live Checklist",VS-20-real-estate-construction,01-model-company/workflows/VS-20-real-estate-construction/PA-20.2-engineering-and-construction.md,12.99,21.65,0.125,2,0,0,0,2.0,3.0,2,live,
156,W2549,Solar Market Intelligence & Regulatory Update Monitoring,VS-70-solar-renewable-energy,01-model-company/workflows/VS-70-solar-renewable-energy/PA-70.3-solar-after-sales-monitoring-analytics.md,13.33,21.33,0.123,3,0,0,0,0.0,0.0,0,live,
157,W1264,"Import Container Consolidation, Multi-Vendor FCL Assembly & Space Optimization",VS-02-supply-planning,01-model-company/workflows/VS-02-supply-planning/PA-02.2-import-and-customs-operations.md,21.32,21.32,0.123,2,0,0,0,0.0,0.0,3,live,
158,W496,Customer Loyalty Fraud Detection & Prevention,VS-14-marketing,01-model-company/workflows/VS-14-marketing/PA-14.1-campaign-planning-and-execution.md,21.32,21.32,0.123,2,1,0,1,0.0,0.0,2,live,
159,W1336,"Return Fraud & Abuse Pattern Detection, Investigation & Prevention",VS-23-loss-prevention,01-model-company/workflows/VS-23-loss-prevention/PA-23.3-shrinkage-reduction.md,21.32,21.32,0.123,2,1,1,0,8.0,17.0,0,live,
160,W397,Cyber Threat Intelligence & Proactive Threat Hunting,VS-27-it-operations-security,01-model-company/workflows/VS-27-it-operations-security/PA-27.3-cybersecurity-and-privacy.md,21.32,21.32,0.123,2,0,1,1,0.0,0.0,0,live,
161,W586,DC Daily KPI Dashboard & Performance Tracking,VS-04-dc-warehouse,01-model-company/workflows/VS-04-dc-warehouse/PA-04.3-dc-operations-management.md,17.63,21.25,0.122,5,2,0,0,0.0,0.0,1,live,
162,W1418,"Multi-Entity Consolidated VAT Input-Output Reconciliation, Monthly BIR 2550M Filing & Credit Tracking",VS-17-record-to-report,01-model-company/workflows/VS-17-record-to-report/PA-17.3-tax-and-statutory.md,14.00,21.00,0.121,6,0,0,0,0.0,0.0,0,live,
163,W1689,Expense Policy Compliance Monitoring & Audit,VS-34-expense-procurement,01-model-company/workflows/VS-34-expense-procurement/PA-34.3-expense-monitoring-control.md,20.67,20.67,0.119,3,0,0,1,0.0,0.0,0,live,
164,W1116,Store-Level Customer Complaint Trend Analysis & Systemic Issue Escalation,VS-07-store-operations,01-model-company/workflows/VS-07-store-operations/PA-07.1-store-daily-management.md,10.82,20.57,0.118,3,1,0,0,0.0,0.0,1,live,
165,W99,Payment Settlement Reconciliation (Card / E-Wallet / Online),VS-15-procure-to-pay,01-model-company/workflows/VS-15-procure-to-pay/PA-15.2-vendor-payment-and-reconciliation.md,20.44,20.44,0.118,4,3,0,0,0.0,0.0,1,live,
166,W1160,Store-Level DC-to-Store Delivery Inter-Island Ferry Scheduling & Coordination,VS-09-in-store-services,01-model-company/workflows/VS-09-in-store-services/PA-09.1-custom-fabrication-and-processing.md,14.99,20.32,0.117,2,0,0,1,0.0,0.0,0,live,
167,W5532,Workforce Time & Attendance (Biometric/Time-Clock) Platform Estate & Punch-Data Operations,VS-19-hire-to-retire,01-model-company/workflows/VS-19-hire-to-retire/PA-19.3-workforce-management.md,14.18,20.27,0.117,2,0,0,0,0.0,0.0,4,live,
168,W1493,"Store-Level Contractor Lounge & Trade Amenities Management, Satisfaction Survey & Retention",VS-09-in-store-services,01-model-company/workflows/VS-09-in-store-services/PA-09.3-customer-amenities-and-assistance.md,17.18,19.85,0.114,3,0,0,0,0.0,0.0,1,live,
169,W1621,Consumer Product Safety Monitoring & Market Surveillance,VS-31-quality-management,01-model-company/workflows/VS-31-quality-management/PA-31.3-product-recall-safety-compliance.md,19.65,19.65,0.113,5,0,0,0,0.0,0.0,0,live,
170,W1261,"Construction & Renovation Waste Recycling, Circular Economy Program & Salvage Revenue Management",VS-25-esg-sustainability,01-model-company/workflows/VS-25-esg-sustainability/PA-25.1-environmental-monitoring.md,19.52,19.52,0.112,4,0,0,0,0.0,0.0,1,live,
171,W2009,Ecommerce Campaign Performance Optimization & A/B Testing,VS-48-retail-media-network,01-model-company/workflows/VS-48-retail-media-network/PA-48.2-vendor-advertising-campaign-execution.md,15.18,19.51,0.112,2,0,1,0,0.0,0.0,0,live,
172,W1916,Supplier Market Intelligence & Raw Material Price Trend Monitoring,VS-44-consumer-insights-market-research,01-model-company/workflows/VS-44-consumer-insights-market-research/PA-44.2-market-competitive-intelligence.md,15.00,19.33,0.111,3,0,0,0,0.0,0.0,0,live,
173,W1499,"Customer Loyalty Program Tier Qualification Period Reset, Points Expiration Management & Downgrade Communication",VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.2-loyalty-program-operations.md,10.00,19.00,0.109,2,0,0,0,6.0,8.0,0,live,
174,W1206,"AI-Powered Demand Forecasting Model Training, Accuracy Monitoring & Retraining Cycle",VS-30-innovation-digital,01-model-company/workflows/VS-30-innovation-digital/PA-30.2-ai-ml-and-automation.md,14.00,19.00,0.109,5,0,0,0,0.0,0.0,1,live,
175,W914,Customer Project Completion Celebration & Review Incentive Program,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.1-customer-support-and-complaints.md,12.66,18.99,0.109,2,1,0,0,0.0,0.0,1,live,
176,W1443,"Trade Professional WhatsApp Commerce Integration, Contractor Group Management & Digital Engagement",VS-14-marketing,01-model-company/workflows/VS-14-marketing/PA-14.2-digital-marketing-and-social-media.md,18.85,18.85,0.109,3,0,0,0,0.0,0.0,2,live,
177,W1903,Net Promoter Score (NPS) Monthly Measurement & Trend Analysis,VS-44-consumer-insights-market-research,01-model-company/workflows/VS-44-consumer-insights-market-research/PA-44.1-customer-satisfaction-research.md,18.67,18.67,0.108,3,0,0,0,0.0,0.0,0,live,
178,W1907,Customer Complaint Root Cause Analysis & Voice of Customer (VOC) Integration,VS-44-consumer-insights-market-research,01-model-company/workflows/VS-44-consumer-insights-market-research/PA-44.1-customer-satisfaction-research.md,18.67,18.67,0.108,3,0,0,1,0.0,0.0,0,live,
179,W2579,Shared Service Cost Budget & Variance Management,VS-72-cross-entity-shared-services,01-model-company/workflows/VS-72-cross-entity-shared-services/PA-72.1-shared-services-cost-pool-management.md,10.67,18.67,0.108,2,0,0,0,14.0,21.0,0,live,
180,W1563,"Store Energy Management, Electricity Consumption Monitoring, HVAC Optimization & Utility Cost Reduction Program",VS-20-real-estate-construction,01-model-company/workflows/VS-20-real-estate-construction/PA-20.3-facility-maintenance-and-equipment.md,18.67,18.67,0.108,5,0,0,0,0.0,0.0,0,live,
181,W1041,DC-Level Outbound Quality Sampling & Pre-Shipment Inspection,VS-04-dc-warehouse,01-model-company/workflows/VS-04-dc-warehouse/PA-04.3-dc-operations-management.md,9.23,18.47,0.106,3,0,0,0,0.0,0.0,1,live,
182,W926,Customer Loyalty Reward Physical Fulfillment & Partner Logistics Management,VS-14-marketing,01-model-company/workflows/VS-14-marketing/PA-14.1-campaign-planning-and-execution.md,12.67,18.33,0.106,4,0,0,0,0.0,0.0,1,live,
183,W2311,Fuel Price Monitoring & Procurement Optimization,VS-61-fuel-fleet-cost-management,01-model-company/workflows/VS-61-fuel-fleet-cost-management/PA-61.1-fuel-procurement-consumption.md,11.33,18.32,0.106,1,0,0,0,0.0,0.0,0,live,
184,W5518,Collaboration & Productivity Platform (M365/Email/Teams) Operations & Tenant Governance,VS-27-it-operations-security,01-model-company/workflows/VS-27-it-operations-security/PA-27.2-infrastructure-and-platform.md,18.15,18.15,0.105,6,0,0,0,0.0,0.0,0,live,
185,W597,Customer Complaint Escalation Matrix & Resolution SLA Tracking,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.1-customer-support-and-complaints.md,11.99,17.99,0.104,3,1,0,0,0.0,0.0,3,live,
186,W502,Store-Level Non-Hazardous Waste Management,VS-07-store-operations,01-model-company/workflows/VS-07-store-operations/PA-07.2-store-facility-and-safety.md,17.77,17.77,0.102,5,2,0,0,0.0,0.0,1,live,
187,W113,Business Intelligence & Data Governance,VS-27-it-operations-security,01-model-company/workflows/VS-27-it-operations-security/PA-27.1-service-management.md,17.68,17.68,0.102,5,0,0,1,0.0,0.0,1,live,
188,W1220,Seasonal Forward-Buy & Pre-Season Stock Build Planning for Philippine Weather Cycles,VS-01-merchandise-strategy,01-model-company/workflows/VS-01-merchandise-strategy/PA-01.1-assortment-planning-and-product-lifecycle.md,17.32,17.32,0.100,2,0,0,0,8.0,10.0,0,live,
